emotion,context,response
nervous,"أنت طبيب نفسي في جامعة بنسلفانيا. أنت تحاول مراجعة مخطوطتك عن الاكتئاب بعد مقابلة محررك في نيويورك. على الرغم من أن محررك بدا متحمسًا للغاية ، إلا أنك لاحظت أنك تشعر بالتوتر وعدم كفاية بسبب أفكارك. لقد ارتكبوا خطأ فادحًا عندما اختاروا كتابي! لن أكون قادرًا على القيام بعمل جيد.","لا أعرف لماذا أشعر بهذا ، لا بد أن الأمر يتعلق بالتوتر حول هذا الموقف برمته. لكن هذا كبير جدًا ، لدي محرر ويبدو أنه سعيد حقًا بعملي. أنا طبيبة نفسية من جامعة بنسلفانيا ، لقد بذلت الكثير من العمل للوصول إلى هنا ، وسأكون أكثر ثقة."
nervous,"أنت طبيب نفسي في جامعة بنسلفانيا. أنت تحاول مراجعة مخطوطتك عن الاكتئاب بعد مقابلة محررك في نيويورك. على الرغم من أن محررك بدا متحمسًا للغاية ، إلا أنك لاحظت أنك تشعر بالتوتر وعدم كفاية بسبب أفكارك. لقد ارتكبوا خطأ فادحًا عندما اختاروا كتابي! لن أكون قادرًا على القيام بعمل جيد.","في هذا السيناريو ، سيكون الشعور بالرضا عن جهودي التي بذلتها في عملي خيارًا أفضل. سيكون اتخاذ قرارهم كحافز للمضي قدمًا إلى تجربة رائعة أخرى أكثر صحة من التفكير في أنهم ارتكبوا خطأ عندما اختاروا كتابي."
nervous,"أنت طبيب نفسي في جامعة بنسلفانيا. أنت تحاول مراجعة مخطوطتك عن الاكتئاب بعد مقابلة محررك في نيويورك. على الرغم من أن محررك بدا متحمسًا للغاية ، إلا أنك لاحظت أنك تشعر بالتوتر وعدم كفاية بسبب أفكارك. لقد ارتكبوا خطأ فادحًا عندما اختاروا كتابي! لن أكون قادرًا على القيام بعمل جيد.",أنت لست كاتبهم الأول ... بالتأكيد يعرفون ما يفعلونه
nervous,"أنت طبيب نفسي في جامعة بنسلفانيا. أنت تحاول مراجعة مخطوطتك عن الاكتئاب بعد مقابلة محررك في نيويورك. على الرغم من أن محررك بدا متحمسًا للغاية ، إلا أنك لاحظت أنك تشعر بالتوتر وعدم كفاية بسبب أفكارك. لن أتمكن أبدًا من جعل الكتاب جديدًا وحيويًا ومثقلًا. كتابتي رتيبة للغاية ، وأفكاري ليست جيدة بما فيه الكفاية.","أعطاني جميع أصدقائي وعائلتي تعليقات جيدة حول كتابي ، لكن المحرر الخاص بي أعطاني أيضًا تعليقًا جيدًا ولن يضيع وقته في مناقشة إطلاق الكتاب إذا لم يكن مهتمًا. لقد قمت أيضًا بنسخ فقرة حول redit وحصلت على تقييمات إيجابية للغاية ، لذلك منحتني الثقة لمحاولة الإيمان بكتابتي."
nervous,"أنت طبيب نفسي في جامعة بنسلفانيا. أنت تحاول مراجعة مخطوطتك عن الاكتئاب بعد مقابلة محررك في نيويورك. على الرغم من أن محررك بدا متحمسًا للغاية ، إلا أنك لاحظت أنك تشعر بالتوتر وعدم كفاية بسبب أفكارك. لن أتمكن أبدًا من جعل الكتاب جديدًا وحيويًا ومثقلًا. كتابتي رتيبة للغاية ، وأفكاري ليست جيدة بما فيه الكفاية.",أشعر أحيانًا بالإحباط تجاه عملي ولكن قد أضطر إلى البحث عن المزيد من الإلهام. أنا قادر على ابتكار أفكار أفضل. لقد قمت بالفعل بعمل جيد للغاية في مسيرتي.
nervous,"أنت طبيب نفسي في جامعة بنسلفانيا. أنت تحاول مراجعة مخطوطتك عن الاكتئاب بعد مقابلة محررك في نيويورك. على الرغم من أن محررك بدا متحمسًا للغاية ، إلا أنك لاحظت أنك تشعر بالتوتر وعدم كفاية بسبب أفكارك. لن أتمكن أبدًا من جعل الكتاب جديدًا وحيويًا ومثقلًا. كتابتي رتيبة للغاية ، وأفكاري ليست جيدة بما فيه الكفاية.","عندما تكون في شك ، من الأفضل دائمًا طرح الأسئلة. في هذه الحالة ، سيكون من الأفضل أن تسأل المحرر ما الذي جعله يختار كتابي وأن يفهم أن ما يبدو أنه ليس جيدًا بما يكفي لشخص ما يمكن أن يكون جيدًا جدًا لشخص آخر. تعلم المزيد عن الآخرين بدلاً من التركيز على أنفسنا سيساعدني على رؤية الأشياء من وجهات نظر مختلفة."
nervous,"أنت طبيب نفسي في جامعة بنسلفانيا. أنت تحاول مراجعة مخطوطتك عن الاكتئاب بعد مقابلة محررك في نيويورك. على الرغم من أن محررك بدا متحمسًا للغاية ، إلا أنك لاحظت أنك تشعر بالتوتر وعدم كفاية بسبب أفكارك. لن أتمكن أبدًا من جعل الكتاب جديدًا وحيويًا ومثقلًا. كتابتي رتيبة للغاية ، وأفكاري ليست جيدة بما فيه الكفاية.",أنت طبيب نفسي .. هذا هو مجال خبرتك.
anger,موعدك يتصل بك في اللحظة الأخيرة للإلغاء بسبب المرض. أنا مهجور. ماذا فعلت لإفساد الأشياء؟,"من الواضح أنني أشعر بخيبة أمل لأنني كنت متحمسًا لمقابلة هذا الشخص أخيرًا ولكن علي أيضًا أن أضع نفسي في مكانه: يبدو أنه قلق جدًا بشأن مرضه وبدا متعبًا جدًا. يجب أن أكون أكثر تفهماً ، وإذا كان لا يريد حقًا رؤيتي لكان قد قدم لي الكثير من الخيارات لمقابلتها. إنه يمدحني دائمًا وهو دائمًا من يأخذ زمام المبادرة في الكتابة لي. لقد أراد الظهور في أفضل يوم له ، وبالتالي يفضل الإلغاء والاستمتاع في المرة القادمة التي نلتقي فيها. إذا استمر في الكتابة إلي خلال الأسبوع ، يمكنني أن أعرض عليه مقابلته في نهاية الأسبوع المقبل عندما يشعر بالتحسن."
anger,موعدك يتصل بك في اللحظة الأخيرة للإلغاء بسبب المرض. أنا مهجور. ماذا فعلت لإفساد الأشياء؟,إنه لأمر مخز أنني لا أستطيع أن ألتقي بهذه الفتاة لكني أحبها حقًا! أشعر بخيبة أمل لعدم رؤيتها اليوم ولكن ستكون لدينا فرصة أخرى. سأرسل لها رسالة غدًا لمعرفة ما إذا كانت تشعر بتحسن.
anger,موعدك يتصل بك في اللحظة الأخيرة للإلغاء بسبب المرض. أنا مهجور. ماذا فعلت لإفساد الأشياء؟,"في هذه الحالة ، سيكون التركيز على الحقائق خيارًا أفضل. من خلال التركيز على الحقائق ، لا نترك مجالًا للتفكير السلبي عن أنفسنا أو افتراض ما يدور في ذهن شخص آخر. على سبيل المثال ، في هذا السيناريو سيكون من الجيد سؤال الشخص عما إذا كان هناك أي شيء يمكنني القيام به أو إبداء الاهتمام بسؤال المزيد عن المرض."
